"species","Type","Reitur","Year","Coverage"
"Óaðgreindar tegundir","Hrúðurfléttur","R15","2017",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R15","2020",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R15","2023",4
"Ber klöpp","Hrúðurfléttur","R15","2014",0.5
"Ber klöpp","Hrúðurfléttur","R15","2017",45
"Ber klöpp","Hrúðurfléttur","R15","2020",0.5
"Ber klöpp","Hrúðurfléttur","R15","2023",0.5
"Amphidium lapponicum","Mosar","R16","2014",0.5
"Amphidium lapponicum","Mosar","R16","2017",0.5
"Amphidium lapponicum","Mosar","R16","2020",1
"Amphidium lapponicum","Mosar","R16","2023",0.5
"Andreaea rupestris","Mosar","R16","2014",8
"Andreaea rupestris","Mosar","R16","2017",5
"Andreaea rupestris","Mosar","R16","2020",7
"Andreaea rupestris","Mosar","R16","2023",12
"Encalypta rhaptocarpa","Mosar","R16","2014",0.5
"Encalypta rhaptocarpa","Mosar","R16","2017",0.5
"Encalypta rhaptocarpa","Mosar","R16","2020",0.5
"Encalypta rhaptocarpa","Mosar","R16","2023",0.5
"Frullania tamarisci","Mosar","R16","2014",0.5
"Frullania tamarisci","Mosar","R16","2017",0.5
"Frullania tamarisci","Mosar","R16","2020",2
"Frullania tamarisci","Mosar","R16","2023",3
"Grimmia funalis","Mosar","R16","2014",0.5
"Grimmia funalis","Mosar","R16","2017",0.5
"Grimmia funalis","Mosar","R16","2020",0.5
"Grimmia funalis","Mosar","R16","2023",0.5
"Grimmia montana","Mosar","R16","2014",1
"Grimmia montana","Mosar","R16","2017",2
"Grimmia montana","Mosar","R16","2020",2
"Grimmia montana","Mosar","R16","2023",0.5
"Isothecium myosuroides","Mosar","R16","2014",0.5
"Isothecium myosuroides","Mosar","R16","2017",0.5
"Isothecium myosuroides","Mosar","R16","2020",0.5
"Isothecium myosuroides","Mosar","R16","2023",0.5
"Pohlia cruda","Mosar","R16","2014",0.5
"Pohlia cruda","Mosar","R16","2017",0.5
"Pohlia cruda","Mosar","R16","2020",0.5
"Pohlia cruda","Mosar","R16","2023",0.5
"Racomitrium lanuginosum","Mosar","R16","2014",0.5
"Racomitrium lanuginosum","Mosar","R16","2017",0.5
"Racomitrium lanuginosum","Mosar","R16","2020",0.5
"Racomitrium lanuginosum","Mosar","R16","2023",0.5
"Mosi 3","Mosar","R16","2014",0.5
"Mosi 3","Mosar","R16","2017",0.5
"Mosi 3","Mosar","R16","2020",0.5
"Mosi 3","Mosar","R16","2023",3
"Mosi 4","Mosar","R16","2014",0.5
"Mosi 4","Mosar","R16","2017",0.5
"Mosi 4","Mosar","R16","2020",0.1
"Mosi 4","Mosar","R16","2023",2
"Mosi 5","Mosar","R16","2014",0.5
"Mosi 5","Mosar","R16","2017",1
"Mosi 5","Mosar","R16","2020",0.1
"Mosi 5","Mosar","R16","2023",0.5
"Cetraria aculeata","Blað- og runnfléttur","R16","2014",0.5
"Cetraria aculeata","Blað- og runnfléttur","R16","2017",0.5
"Cetraria aculeata","Blað- og runnfléttur","R16","2020",0.5
"Cetraria aculeata","Blað- og runnfléttur","R16","2023",0.5
"Cladonia chlorophaea","Blað- og runnfléttur","R16","2014",0.5
"Cladonia chlorophaea","Blað- og runnfléttur","R16","2017",1
"Cladonia chlorophaea","Blað- og runnfléttur","R16","2020",0.5
"Cladonia chlorophaea","Blað- og runnfléttur","R16","2023",1
"Parmelia saxatilis","Blað- og runnfléttur","R16","2014",8
"Parmelia saxatilis","Blað- og runnfléttur","R16","2017",6
"Parmelia saxatilis","Blað- og runnfléttur","R16","2020",10
"Parmelia saxatilis","Blað- og runnfléttur","R16","2023",9
"Aspicilia cinerea","Hrúðurfléttur","R16","2014",2
"Aspicilia cinerea","Hrúðurfléttur","R16","2017",5
"Aspicilia cinerea","Hrúðurfléttur","R16","2020",3
"Aspicilia cinerea","Hrúðurfléttur","R16","2023",1
"Candelariella vitellina","Hrúðurfléttur","R16","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R16","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R16","2020",1
"Candelariella vitellina","Hrúðurfléttur","R16","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R16","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R16","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R16","2020",0.5
"Lecanora intricata","Hrúðurfléttur","R16","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R16","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R16","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R16","2020",0.5
"Lecanora polytropa","Hrúðurfléttur","R16","2023",0.5
"Lepraria frigida","Hrúðurfléttur","R16","2014",0.5
"Lepraria frigida","Hrúðurfléttur","R16","2017",1
"Lepraria frigida","Hrúðurfléttur","R16","2020",1
"Lepraria frigida","Hrúðurfléttur","R16","2023",1
"Lepraria neglecta","Hrúðurfléttur","R16","2014",0.5
"Lepraria neglecta","Hrúðurfléttur","R16","2017",0.5
"Lepraria neglecta","Hrúðurfléttur","R16","2020",0.5
"Lepraria neglecta","Hrúðurfléttur","R16","2023",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R16","2014",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R16","2017",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R16","2020",1
"Ochrolechia androgyna","Hrúðurfléttur","R16","2023",0.1
"Ochrolechia parella","Hrúðurfléttur","R16","2014",0.5
"Ochrolechia parella","Hrúðurfléttur","R16","2017",0.5
"Ochrolechia parella","Hrúðurfléttur","R16","2020",0.5
"Ochrolechia parella","Hrúðurfléttur","R16","2023",0.5
"Ochrolechia sp.","Hrúðurfléttur","R16","2014",0.5
"Ochrolechia sp.","Hrúðurfléttur","R16","2017",0.5
"Ochrolechia sp.","Hrúðurfléttur","R16","2020",0.5
"Ochrolechia sp.","Hrúðurfléttur","R16","2023",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R16","2014",9
"Pertusaria aspergilla","Hrúðurfléttur","R16","2017",11
"Pertusaria aspergilla","Hrúðurfléttur","R16","2020",7
"Pertusaria aspergilla","Hrúðurfléttur","R16","2023",9
"Placynthium sp.","Hrúðurfléttur","R16","2014",0.5
"Placynthium sp.","Hrúðurfléttur","R16","2017",0.5
"Placynthium sp.","Hrúðurfléttur","R16","2020",2
"Placynthium sp.","Hrúðurfléttur","R16","2023",2
"Porpidia melinodes","Hrúðurfléttur","R16","2014",2
"Porpidia melinodes","Hrúðurfléttur","R16","2017",1
"Porpidia melinodes","Hrúðurfléttur","R16","2020",1
"Porpidia melinodes","Hrúðurfléttur","R16","2023",2
"Rhizocarpon geographicum","Hrúðurfléttur","R16","2014",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R16","2017",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R16","2020",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R16","2023",0.5
"Scoliciosporum umbrinum","Hrúðurfléttur","R16","2014",0.5
"Scoliciosporum umbrinum","Hrúðurfléttur","R16","2017",0.5
"Scoliciosporum umbrinum","Hrúðurfléttur","R16","2020",0.5
"Scoliciosporum umbrinum","Hrúðurfléttur","R16","2023",0.5
"Tephromela atra","Hrúðurfléttur","R16","2014",0.5
"Tephromela atra","Hrúðurfléttur","R16","2017",0.5
"Tephromela atra","Hrúðurfléttur","R16","2020",0.1
"Tephromela atra","Hrúðurfléttur","R16","2023",0.5
"Tremolecia atrata","Hrúðurfléttur","R16","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R16","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R16","2020",0.5
"Tremolecia atrata","Hrúðurfléttur","R16","2023",0.5
"Varicellaria lactea","Hrúðurfléttur","R16","2014",6
"Varicellaria lactea","Hrúðurfléttur","R16","2017",7
"Varicellaria lactea","Hrúðurfléttur","R16","2020",10
"Varicellaria lactea","Hrúðurfléttur","R16","2023",8
"dökk m. litlum svörtum askh.","Hrúðurfléttur","R16","2014",0.5
"dökk m. litlum svörtum askh.","Hrúðurfléttur","R16","2017",0.5
"dökk m. litlum svörtum askh.","Hrúðurfléttur","R16","2020",5
"dökk m. litlum svörtum askh.","Hrúðurfléttur","R16","2023",2
"Svört hreistur","Hrúðurfléttur","R16","2014",8
"Svört hreistur","Hrúðurfléttur","R16","2017",10
"Svört hreistur","Hrúðurfléttur","R16","2020",0.5
"Svört hreistur","Hrúðurfléttur","R16","2023",2
"Óaðgreindar tegundir","Hrúðurfléttur","R16","2014",32
"Óaðgreindar tegundir","Hrúðurfléttur","R16","2017",20
"Óaðgreindar tegundir","Hrúðurfléttur","R16","2020",12
"Óaðgreindar tegundir","Hrúðurfléttur","R16","2023",8
"Ber klöpp","Hrúðurfléttur","R16","2014",0.5
"Ber klöpp","Hrúðurfléttur","R16","2017",5
"Ber klöpp","Hrúðurfléttur","R16","2020",2
"Ber klöpp","Hrúðurfléttur","R16","2023",2
"Andreaea rupestris","Mosar","R17","2014",5
"Andreaea rupestris","Mosar","R17","2017",5
"Andreaea rupestris","Mosar","R17","2020",2
"Andreaea rupestris","Mosar","R17","2023",11
"Bartramia ithyphylla","Mosar","R17","2014",0.5
"Bartramia ithyphylla","Mosar","R17","2017",0.5
"Bartramia ithyphylla","Mosar","R17","2020",0.5
"Bartramia ithyphylla","Mosar","R17","2023",0.5
"Encalypta rhaptocarpa","Mosar","R17","2014",0.5
"Encalypta rhaptocarpa","Mosar","R17","2017",0.5
"Encalypta rhaptocarpa","Mosar","R17","2020",0.5
"Encalypta rhaptocarpa","Mosar","R17","2023",0.5
"Frullania tamarisci","Mosar","R17","2014",0.5
"Frullania tamarisci","Mosar","R17","2017",0.5
"Frullania tamarisci","Mosar","R17","2020",0.5
"Frullania tamarisci","Mosar","R17","2023",0.5
"Grimmia montana","Mosar","R17","2014",0.5
"Grimmia montana","Mosar","R17","2017",0.5
"Grimmia montana","Mosar","R17","2020",0.5
"Grimmia montana","Mosar","R17","2023",0.5
"Pogonatum urnigerum","Mosar","R17","2014",0.5
"Pogonatum urnigerum","Mosar","R17","2017",0.5
"Pogonatum urnigerum","Mosar","R17","2020",0.5
"Pogonatum urnigerum","Mosar","R17","2023",0.5
"Schistidium papillosum","Mosar","R17","2014",0.5
"Schistidium papillosum","Mosar","R17","2017",0.5
"Schistidium papillosum","Mosar","R17","2020",0.5
"Schistidium papillosum","Mosar","R17","2023",1
"Cladonia cervicornis cf.","Blað- og runnfléttur","R17","2014",0.5
"Cladonia cervicornis cf.","Blað- og runnfléttur","R17","2017",0.5
"Cladonia cervicornis cf.","Blað- og runnfléttur","R17","2020",0.5
"Cladonia cervicornis cf.","Blað- og runnfléttur","R17","2023",0.5
"Cladonia sp","Blað- og runnfléttur","R17","2014",0.5
"Cladonia sp","Blað- og runnfléttur","R17","2017",0.5
"Cladonia sp","Blað- og runnfléttur","R17","2020",0.5
"Cladonia sp","Blað- og runnfléttur","R17","2023",0.5
"Parmelia omphalodes","Blað- og runnfléttur","R17","2014",47
"Parmelia omphalodes","Blað- og runnfléttur","R17","2017",65
"Parmelia omphalodes","Blað- og runnfléttur","R17","2020",68
"Parmelia omphalodes","Blað- og runnfléttur","R17","2023",68
"Polychidium muscicola","Blað- og runnfléttur","R17","2014",0.5
"Polychidium muscicola","Blað- og runnfléttur","R17","2017",0.5
"Polychidium muscicola","Blað- og runnfléttur","R17","2020",0.5
"Polychidium muscicola","Blað- og runnfléttur","R17","2023",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R17","2014",6
"Sphaerophorus fragilis","Blað- og runnfléttur","R17","2017",10
"Sphaerophorus fragilis","Blað- og runnfléttur","R17","2020",6
"Sphaerophorus fragilis","Blað- og runnfléttur","R17","2023",6
"Stereocaulon vesuvianum","Blað- og runnfléttur","R17","2014",1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R17","2017",2
"Stereocaulon vesuvianum","Blað- og runnfléttur","R17","2020",1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R17","2023",2
"Aspicilia cinerea","Hrúðurfléttur","R17","2014",1
"Aspicilia cinerea","Hrúðurfléttur","R17","2017",3
"Aspicilia cinerea","Hrúðurfléttur","R17","2020",1
"Aspicilia cinerea","Hrúðurfléttur","R17","2023",0.5
"Candelariella vitellina","Hrúðurfléttur","R17","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R17","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R17","2020",0.5
"Candelariella vitellina","Hrúðurfléttur","R17","2023",0.5
"Catillaria contristans","Hrúðurfléttur","R17","2014",0.5
"Catillaria contristans","Hrúðurfléttur","R17","2017",0.5
"Catillaria contristans","Hrúðurfléttur","R17","2020",0.1
"Catillaria contristans","Hrúðurfléttur","R17","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R17","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R17","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R17","2020",0.1
"Lecanora intricata","Hrúðurfléttur","R17","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R17","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R17","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R17","2020",0.5
"Lecanora polytropa","Hrúðurfléttur","R17","2023",0.5
"Lecidea lapicida","Hrúðurfléttur","R17","2014",0.5
"Lecidea lapicida","Hrúðurfléttur","R17","2017",0.5
"Lecidea lapicida","Hrúðurfléttur","R17","2020",0.5
"Lecidea lapicida","Hrúðurfléttur","R17","2023",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R17","2014",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R17","2017",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R17","2020",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R17","2023",0.5
"Lecidea sp.","Hrúðurfléttur","R17","2014",0.5
"Lecidea sp.","Hrúðurfléttur","R17","2017",0.5
"Lecidea sp.","Hrúðurfléttur","R17","2020",0.5
"Lecidea sp.","Hrúðurfléttur","R17","2023",0.5
"Lecidella meiococca","Hrúðurfléttur","R17","2014",0.5
"Lecidella meiococca","Hrúðurfléttur","R17","2017",0.5
"Lecidella meiococca","Hrúðurfléttur","R17","2020",0.5
"Lecidella meiococca","Hrúðurfléttur","R17","2023",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R17","2014",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R17","2017",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R17","2020",0.5
"Ochrolechia androgyna","Hrúðurfléttur","R17","2023",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R17","2014",1
"Pertusaria aspergilla","Hrúðurfléttur","R17","2017",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R17","2020",1
"Pertusaria aspergilla","Hrúðurfléttur","R17","2023",1
"Placopsis gelida","Hrúðurfléttur","R17","2014",0.5
"Placopsis gelida","Hrúðurfléttur","R17","2017",0.5
"Placopsis gelida","Hrúðurfléttur","R17","2020",0.5
"Placopsis gelida","Hrúðurfléttur","R17","2023",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R17","2014",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R17","2017",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R17","2020",0.01
"Rhizocarpon geographicum","Hrúðurfléttur","R17","2023",0.5
"Tephromela atra","Hrúðurfléttur","R17","2014",0.5
"Tephromela atra","Hrúðurfléttur","R17","2017",1
"Tephromela atra","Hrúðurfléttur","R17","2020",0.5
"Tephromela atra","Hrúðurfléttur","R17","2023",0.5
"Tremolecia atrata","Hrúðurfléttur","R17","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R17","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R17","2020",0.1
"Tremolecia atrata","Hrúðurfléttur","R17","2023",0.5
"Varicellaria lactea","Hrúðurfléttur","R17","2014",0.5
"Varicellaria lactea","Hrúðurfléttur","R17","2017",0.5
"Varicellaria lactea","Hrúðurfléttur","R17","2020",0.5
"Varicellaria lactea","Hrúðurfléttur","R17","2023",0.5
"Óaðgreindar tegundir:","Hrúðurfléttur","R17","2014",7
"Óaðgreindar tegundir:","Hrúðurfléttur","R17","2017",5
"Óaðgreindar tegundir:","Hrúðurfléttur","R17","2020",2
"Óaðgreindar tegundir:","Hrúðurfléttur","R17","2023",3
"Ber klöpp","Hrúðurfléttur","R17","2014",9
"Ber klöpp","Hrúðurfléttur","R17","2017",8
"Ber klöpp","Hrúðurfléttur","R17","2020",9
"Ber klöpp","Hrúðurfléttur","R17","2023",10
"Andreaea rupestris","Mosar","R18","2014",10
"Andreaea rupestris","Mosar","R18","2017",7
"Andreaea rupestris","Mosar","R18","2020",7
"Andreaea rupestris","Mosar","R18","2023",11
"Arctoa fulvella","Mosar","R18","2014",0.5
"Arctoa fulvella","Mosar","R18","2017",0.5
"Arctoa fulvella","Mosar","R18","2020",0.5
"Arctoa fulvella","Mosar","R18","2023",0.5
"Didymodon icmadophilus","Mosar","R18","2014",0.5
"Didymodon icmadophilus","Mosar","R18","2017",0.5
"Didymodon icmadophilus","Mosar","R18","2020",0.5
"Didymodon icmadophilus","Mosar","R18","2023",0.5
"Frullania tamarisci","Mosar","R18","2014",2
"Frullania tamarisci","Mosar","R18","2017",3
"Frullania tamarisci","Mosar","R18","2020",3
"Frullania tamarisci","Mosar","R18","2023",1
"Grimmia funalis","Mosar","R18","2014",1
"Grimmia funalis","Mosar","R18","2017",0.5
"Grimmia funalis","Mosar","R18","2020",1
"Grimmia funalis","Mosar","R18","2023",5
"Hypnum cupressiforme","Mosar","R18","2014",0.5
"Hypnum cupressiforme","Mosar","R18","2017",0.5
"Hypnum cupressiforme","Mosar","R18","2020",0.5
"Hypnum cupressiforme","Mosar","R18","2023",0.5
"Plagiochila porelloides","Mosar","R18","2014",0.5
"Plagiochila porelloides","Mosar","R18","2017",0.5
"Plagiochila porelloides","Mosar","R18","2020",0.5
"Plagiochila porelloides","Mosar","R18","2023",0.5
"Pogonatum urnigerum","Mosar","R18","2014",0.5
"Pogonatum urnigerum","Mosar","R18","2017",0.5
"Pogonatum urnigerum","Mosar","R18","2020",0.5
"Pogonatum urnigerum","Mosar","R18","2023",0.5
"Racomitrium ericoides","Mosar","R18","2014",0.5
"Racomitrium ericoides","Mosar","R18","2017",2
"Racomitrium ericoides","Mosar","R18","2020",0.5
"Racomitrium ericoides","Mosar","R18","2023",0.5
"Racomitrium fasciculare","Mosar","R18","2014",2
"Racomitrium fasciculare","Mosar","R18","2017",2
"Racomitrium fasciculare","Mosar","R18","2020",3
"Racomitrium fasciculare","Mosar","R18","2023",5
"Racomitrium heterostichum","Mosar","R18","2014",5
"Racomitrium heterostichum","Mosar","R18","2017",8
"Racomitrium heterostichum","Mosar","R18","2020",3
"Racomitrium heterostichum","Mosar","R18","2023",8
"Racomitrium lanuginosum","Mosar","R18","2014",0.5
"Racomitrium lanuginosum","Mosar","R18","2017",0.5
"Racomitrium lanuginosum","Mosar","R18","2020",6
"Racomitrium lanuginosum","Mosar","R18","2023",0.5
"Schistidium flexipile","Mosar","R18","2014",0.5
"Schistidium flexipile","Mosar","R18","2017",0.5
"Schistidium flexipile","Mosar","R18","2020",0.5
"Schistidium flexipile","Mosar","R18","2023",0.5
"Schistidium papillosum","Mosar","R18","2014",0.5
"Schistidium papillosum","Mosar","R18","2017",0.5
"Schistidium papillosum","Mosar","R18","2020",0.5
"Schistidium papillosum","Mosar","R18","2023",0.5
"Mosi 1","Mosar","R18","2014",0.5
"Mosi 1","Mosar","R18","2017",0.5
"Mosi 1","Mosar","R18","2020",0.5
"Mosi 1","Mosar","R18","2023",0.5
"Cladonia borealis","Blað- og runnfléttur","R18","2014",0.5
"Cladonia borealis","Blað- og runnfléttur","R18","2017",0.5
"Cladonia borealis","Blað- og runnfléttur","R18","2020",0.5
"Cladonia borealis","Blað- og runnfléttur","R18","2023",0.5
"Cladonia sp.","Blað- og runnfléttur","R18","2014",0.5
"Cladonia sp.","Blað- og runnfléttur","R18","2017",0.5
"Cladonia sp.","Blað- og runnfléttur","R18","2020",0.5
"Cladonia sp.","Blað- og runnfléttur","R18","2023",0.5
"Cladonia subcervicornis","Blað- og runnfléttur","R18","2014",0.5
"Cladonia subcervicornis","Blað- og runnfléttur","R18","2017",0.5
"Cladonia subcervicornis","Blað- og runnfléttur","R18","2020",0.5
"Cladonia subcervicornis","Blað- og runnfléttur","R18","2023",0.5
"Ephebe lanata","Blað- og runnfléttur","R18","2014",0.5
"Ephebe lanata","Blað- og runnfléttur","R18","2017",0.5
"Ephebe lanata","Blað- og runnfléttur","R18","2020",0.5
"Ephebe lanata","Blað- og runnfléttur","R18","2023",0.5
"Fuscopannaria praetermissa","Blað- og runnfléttur","R18","2014",0.5
"Fuscopannaria praetermissa","Blað- og runnfléttur","R18","2017",0.5
"Fuscopannaria praetermissa","Blað- og runnfléttur","R18","2020",0.5
"Fuscopannaria praetermissa","Blað- og runnfléttur","R18","2023",0.5
"Parmelia omphalodes","Blað- og runnfléttur","R18","2014",10
"Parmelia omphalodes","Blað- og runnfléttur","R18","2017",10
"Parmelia omphalodes","Blað- og runnfléttur","R18","2020",13
"Parmelia omphalodes","Blað- og runnfléttur","R18","2023",14
"Polychidium muscicola","Blað- og runnfléttur","R18","2014",0.5
"Polychidium muscicola","Blað- og runnfléttur","R18","2017",0.5
"Polychidium muscicola","Blað- og runnfléttur","R18","2020",0.5
"Polychidium muscicola","Blað- og runnfléttur","R18","2023",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R18","2014",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R18","2017",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R18","2020",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R18","2023",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R18","2014",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R18","2017",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R18","2020",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R18","2023",1
"Umbilicaria torrefacta","Blað- og runnfléttur","R18","2014",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R18","2017",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R18","2020",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R18","2023",0.5
"Aspicilia cinerea","Hrúðurfléttur","R18","2014",6
"Aspicilia cinerea","Hrúðurfléttur","R18","2017",4
"Aspicilia cinerea","Hrúðurfléttur","R18","2020",4
"Aspicilia cinerea","Hrúðurfléttur","R18","2023",5
"Calvitimela aglaea","Hrúðurfléttur","R18","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R18","2017",0.5
"Calvitimela aglaea","Hrúðurfléttur","R18","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R18","2023",1
"Candelariella vitellina","Hrúðurfléttur","R18","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R18","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R18","2020",0.01
"Candelariella vitellina","Hrúðurfléttur","R18","2023",0.5
"Catillaria contristans","Hrúðurfléttur","R18","2014",0.5
"Catillaria contristans","Hrúðurfléttur","R18","2017",0.5
"Catillaria contristans","Hrúðurfléttur","R18","2020",0.5
"Catillaria contristans","Hrúðurfléttur","R18","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R18","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R18","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R18","2020",0.5
"Lecanora intricata","Hrúðurfléttur","R18","2023",1
"Lecanora marginata","Hrúðurfléttur","R18","2014",0.5
"Lecanora marginata","Hrúðurfléttur","R18","2017",0.5
"Lecanora marginata","Hrúðurfléttur","R18","2020",0.5
"Lecanora marginata","Hrúðurfléttur","R18","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R18","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R18","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R18","2020",0.5
"Lecanora polytropa","Hrúðurfléttur","R18","2023",0.5
"Lecidea lapicida","Hrúðurfléttur","R18","2014",0.5
"Lecidea lapicida","Hrúðurfléttur","R18","2017",0.5
"Lecidea lapicida","Hrúðurfléttur","R18","2020",0.5
"Lecidea lapicida","Hrúðurfléttur","R18","2023",0.5
"Lecidella meiococca","Hrúðurfléttur","R18","2014",0.5
"Lecidella meiococca","Hrúðurfléttur","R18","2017",0.5
"Lecidella meiococca","Hrúðurfléttur","R18","2020",0.5
"Lecidella meiococca","Hrúðurfléttur","R18","2023",0.5
"Lepraria neglecta","Hrúðurfléttur","R18","2014",0.5
"Lepraria neglecta","Hrúðurfléttur","R18","2017",0.5
"Lepraria neglecta","Hrúðurfléttur","R18","2020",0.5
"Lepraria neglecta","Hrúðurfléttur","R18","2023",0.5
"Ochrolechia parella","Hrúðurfléttur","R18","2014",1
"Ochrolechia parella","Hrúðurfléttur","R18","2017",1
"Ochrolechia parella","Hrúðurfléttur","R18","2020",1
"Ochrolechia parella","Hrúðurfléttur","R18","2023",1
"Pertusaria aspergilla","Hrúðurfléttur","R18","2014",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R18","2017",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R18","2020",4
"Pertusaria aspergilla","Hrúðurfléttur","R18","2023",3
"Placopsis gelida","Hrúðurfléttur","R18","2014",2
"Placopsis gelida","Hrúðurfléttur","R18","2017",2
"Placopsis gelida","Hrúðurfléttur","R18","2020",1
"Placopsis gelida","Hrúðurfléttur","R18","2023",4
"Rhizocarpon geographicum","Hrúðurfléttur","R18","2014",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R18","2017",1
"Rhizocarpon geographicum","Hrúðurfléttur","R18","2020",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R18","2023",1
"Tephromela atra","Hrúðurfléttur","R18","2014",1
"Tephromela atra","Hrúðurfléttur","R18","2017",0.5
"Tephromela atra","Hrúðurfléttur","R18","2020",1
"Tephromela atra","Hrúðurfléttur","R18","2023",2
"Tremolecia atrata","Hrúðurfléttur","R18","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R18","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R18","2020",0.5
"Tremolecia atrata","Hrúðurfléttur","R18","2023",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R18","2014",14
"Óaðgreindar tegundir","Hrúðurfléttur","R18","2017",10
"Óaðgreindar tegundir","Hrúðurfléttur","R18","2020",10
"Óaðgreindar tegundir","Hrúðurfléttur","R18","2023",15
"Ber klöpp","Hrúðurfléttur","R18","2014",8
"Ber klöpp","Hrúðurfléttur","R18","2017",10
"Ber klöpp","Hrúðurfléttur","R18","2020",5
"Ber klöpp","Hrúðurfléttur","R18","2023",5
"Amphidium lapponicum","Mosar","R19","2014",0.5
"Amphidium lapponicum","Mosar","R19","2017",0.5
"Amphidium lapponicum","Mosar","R19","2020",0.1
"Amphidium lapponicum","Mosar","R19","2023",0.1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R19","2014",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R19","2017",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R19","2020",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R19","2023",2
"Calvitimela aglaea","Hrúðurfléttur","R19","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R19","2017",0.5
"Calvitimela aglaea","Hrúðurfléttur","R19","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R19","2023",0.5
"Candelariella vitellina","Hrúðurfléttur","R19","2014",0.5
